Car Title,Price,Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Control de tracción,Capacidad de personas,Potencia,Medidas,Distancia entre ejes,Capacidad del tanque,Válvulas por cilindro,Frenos ABS,Airbag para conductor y pasajero,Tracción ASR,AM/FM,Android auto,Apple CarPlay,Aire acondicionado,Computadora de abordo,Sensor de lluvia,Porta vasos,Dirección,Alarma,Largo x Altura x Ancho,Llantas de aleación,Reproductor de MP3,Con cámara de retroceso,Techo solar eléctrico retráctil,Soporte para rueda de auxilio,Limpia/lava luneta,Porta equipaje en techo,Entrada auxiliar,Bluetooth,CD,DVD,Entrada USB,Piloto automático,Alarma de luces encendidas,Cristales eléctricos,Apertura remota de baúl,Comando remoto para radio en el volante,Climatizador,Cierre automático de vidrios,Defensa delantera,Airbag conductor,Faros con regulación automática,Sensor de estacionamiento,Faros antinieblas traseros,Desempañador trasero,Control de estabilidad,Tercera luz de freno led,Cierre centralizado de puertas,Blindado,Tapizado de cuero,Con garantía de fábrica,Con garantía mecánica,Único dueño,Con precio negociable,Acepta permuta,Tipo de batería,Capacidad de la batería,Tiempo de carga,Tipo de cargador,Autonomia de la batería,Con modo Eco,Asientos delanteros calefaccionados,Con sensor de cambio de carril,Con sensor de estacionamiento por cámara delantera,Con sensor de estacionamiento por cámara trasera,Con sistema de estacionamiento automático,Sistema ISOFIX,Aviso de punto ciego,Inspección vehicular,Largo x Altura,Entrada internacional legalizada,Con impacto positivo,,Baúl
Ford Ka 1.5 S 5 p,16.500.000,Ford,Ka,2021,1.5 S 5 p,Blanco,Nafta,5,Manual,1.5,Hatchback,16500 km,Delantera,5,123 hp,,2686 mm,51 L,4,Sí,Sí,Sí,,,,,,,Sí,Eléctrica,,3969 mm x 1464 mm x 1777 mm,Sí,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Fastback 1.3 Turbo 0km Tomo Usados Focus Bora Vento 3-,35.000.000,Fiat,FASTBACK,2024,1.3T,Negro,Nafta,5,Automática,,SUV,0 km,Trasera,,,,,,,Sí,Sí,,,,,Sí,Sí,Sí,Sí,Hidráulica,Sí,,Sí,,Sí,Sí,Sí,Sí,Sí,,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,,Sí,Sí,,,,,,,,,,,,,,,,,,,
Achevrolet Montana Ltz 2024 0km Tomamos Usado Gp,31.400.000,Chevrolet,Montana,2024,Ltz,Gris,Nafta,4,Automática,1.2,Pick-Up,0 km,4x2,,,,,,,,,,,,,,,,,Asistida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Fastback 1.3 Turbo 0km Tomo Autos Usados Fox 208 Lv,19.300.000,Fiat,FASTBACK,2024,1.3 Turbo,Blanco,Nafta,5,Automática,1.3,Hatchback,0 km,Delantera,,,,,,,Sí,Sí,,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,,Sí,Sí,,,,,,,,,,,,,,,,,,,
"Fiat Cronos, Anticipo Usado O $, Entrega 15 Dias Habiles/men",20.900.000,Fiat,Cronos,2024,PACK PLUS,Rojo,Nafta,4,Manual,1.3,Sedán,0 km,Integral,,,,,,,Sí,Sí,,Sí,,,Sí,Sí,No,Sí,Asistida,Sí,,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,No,Sí,No,No,,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,No,Sí,Sí,,Sí,Sí,,,,,,,,,,,,,,,,,,,
"Fiat Cronos, Reserva + Anticipocon Usado O $, Ocasion (men",20.900.000,Fiat,Cronos,2024,PACK PLUS,Blanco,Nafta,4,Manual,1.3,Sedán,0 km,Integral,,,,,,,Sí,Sí,,Sí,,,Sí,Sí,No,Sí,Asistida,Sí,,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,No,No,Sí,Sí,,Sí,No,,,,,,,,,,,,,,,,,,,
"Fiat Pulse 1.3 ,financiada ,anticipo Con Usado U Efec ( Men)",29.350.000,Fiat,Pulse,2024,PACK PLUS,Rojo,Nafta,5,Manual,1.3,SUV,0 km,Integral,,,,,,,Sí,Sí,,Sí,,,Sí,Sí,No,Sí,Asistida,Sí,,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,,Sí,Sí,,,,,,,,,,,,,,,,,,,
Renault Duster 1.3 T 4x2 Outsider Cvt L23,29.950.000,Renault,Duster,2021,1.3 T 4X2 OUTSIDER CVT L23,Marrón,Nafta,5,Automática,TURBOALIMENTADO,SUV,44700 km,Delantera,,155 cv,,2674 m,51 L,4,Sí,,,Sí,,,Sí,Sí,Sí,Sí,,,4.34 m x 1.69 m x 1.83 m,,Sí,Sí,No,,Sí,Sí,,Sí,No,No,Sí,,,,Sí,Sí,Sí,,,Sí,,Sí,,Sí,No,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
E-tron Sportback S-line 55 Quattro 408cv,140.900,Audi,E-Tron Sportback,2023,E-Tron Sportback S-Line 55 Quattro 408Cv,Plateado,Eléctrico,5,Automática,Eléctrico,SUV,20 km,4x4,,,,,,,,,,,,,,Sí,,,Eléctrica,,,,,,,,,,,,,,,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,Litio,150 Ah,14 h,,446 km,,,,,,,,,,,,Sí,,
Toyota Corolla 1.8 Hev Xei Ecvt,21.700.000,Toyota,Corolla,2020,1.8 Hev Xei Ecvt,Blanco,Híbrido/Nafta,4,Automática,1.8,Sedán,144280 km,Delantera,5,98 hp,,2700 mm,57 L,4,Sí,Sí,Sí,,,,,,,Sí,Eléctrica,,4630 mm x 1435 mm x 1780 mm,Sí,,,,,,,,,Sí,Sí,,Sí,,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,
Toyota Hilux Gr-s 2.8 Dc Taraborelli Usados Bariloche /,59.900.000,Toyota,Hilux,2023,HILUX 4X4 DC GR-S III 2.8 TDI 6 AT,Blanco,Diésel,4,Automática,2.8,Pick-Up,24000 km,4x4,,,,,,,,,,,,,,,,,Hidráulica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan Kicks 1.6 Uefa Champions League El L19,27.200.000,Nissan,Kicks,2020,1.6 UEFA CHAMPIONS LEAGUE EL L19,Azul,Nafta,5,Automática,INYECCION MULTI PUNTO,SUV,112500 km,Delantera,,120 cv,,2620 m,41 L,4,Sí,,,Sí,,,Sí,Sí,No,Sí,,,4.3 m x 1.59 m x 1.76 m,,Sí,,No,,Sí,Sí,,Sí,No,No,Sí,,,,Sí,Sí,No,,,Sí,,Sí,,No,Sí,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,432 L
Great Wall - Poer 4wd D/cab Super Luxury,37.050.000,Great Wall,Poer,2024,2.0 4WD D/CAB SUPER LUXURY,Blanco,Diésel,5,,,,1000 km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Wall Wingle 7 2wd D/cab,28.700.000,Great Wall,Wingle 7,2023,2.0,Gris,Diésel,5,,2.0,,1000 km,4x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.0 Impetus T3 Cvt,5.300,Fiat,Pulse,2024,1.0 Impetus T3 Cvt,Blanco,Nafta,5,Automática,1.0,SUV,1000 km,4x2,5,120 hp,,2532 mm,47 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,Sí,4099 mm x 1547 mm x 1989 mm,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,,,,,,,,,,,,,,,,,,,
Fiat Toro 2.0 350 Multijet Volcano 4x4 At,9.200,Fiat,Toro,2024,2.0 350 Multijet Volcano 4x4 At,Azul,Diésel,4,Automática,2.0,Pick-Up,1000 km,4x4,5,170 hp,,2990 mm,60 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,,Sí,4945 mm x 1735 mm x 2033 mm,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,,,,,,,,,,,,,,,,,,,
Fiat Cronos PACK PLUS 1.3,2.100,Fiat,Cronos,2024,PACK PLUS 1.3,Blanco,Nafta,5,Manual,1.3,Sedán,1000 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1515 mm x 1962 mm,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,,,,,,,,,,,,,,,,,,,
Audi Q5 2.0 Tfsi 211cv Stronic Quattro,17.000,Audi,Q5,2011,2.0 Tfsi 211cv Stronic Quattro,Blanco,Nafta,5,Automática,2.0,SUV,124000 km,Integral,5,211 hp,,2815 mm,75 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Asistida,Sí,4629 mm x 1653 mm x 1860 mm,Sí,Sí,,Sí,,Sí,Sí,Sí,No,Sí,No,,,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Ácido en gel,1 Ah,1 h,1,1 km,,,,,,,,,,,,,,
Great Wall Wingle 7 2wd D/cab,28.700.000,Great Wall,Wingle 7,2023,2.0,Plateado,Diésel,5,Manual,2.0,,1000 km,4x2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renault Duster 1.3 T 4x2 Iconic Cvt L23,33.900.000,Renault,Duster,2023,1.3 T 4X2 ICONIC CVT L23,Marrón,Nafta,5,Automática,TURBOALIMENTADO,SUV,14600 km,Delantera,,155 cv,,2674 m,50 L,4,Sí,,,Sí,,,Sí,Sí,No,Sí,,,4.34 m x 1.69 m x 1.83 m,,Sí,Sí,No,,Sí,Sí,,Sí,No,No,Sí,,,,Sí,Sí,Sí,,,Sí,,Sí,,Sí,Sí,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen The Beetle 1.4 Design Dsg,19.500,Volkswagen,The Beetle,2017,1.4 Design Dsg,Blanco,Nafta,3,Automática,1.4,Hatchback,68000 km,Delantera,4,160 hp,,2537 mm,55 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Hidráulica,Sí,4278 mm x 1486 mm x 1808 mm,Sí,Sí,,,,,,,Sí,,,Sí,,Sí,Sí,,Sí,,Sí,,Sí,,Sí,,,,,Sí,,,,,Sí,Sí,Sí,,,,,,,,,,,,,,,,,,,
Ford Ka 1.6 Action,7.700.000,Ford,Ka,2008,1.6 Action,Gris,Nafta,3,Manual,1.6,Hatchback,166000 km,Delantera,4,95 hp,,3682 mm,42 L,2,,,,Sí,,,Sí,,,Sí,Hidráulica,Sí,3620 mm x 1385 mm x 2070 mm,,,,,,Sí,,Sí,,,,,,Sí,,,,,,,,,,,,,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Mt,10.000.000,Fiat,Cronos,2024,1.3 Drive Mt,Gris,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Mt,12.000.000,Fiat,Cronos,2024,1.3 Drive Mt,Negro,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Mt,14.000.000,Fiat,Cronos,2024,1.3 Drive Mt,Blanco,Nafta,4,Manual,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Toro 1.8 Freedom,13.500.000,Fiat,Toro,2024,1.8 Freedom,Plateado,Nafta,4,Automática,1.8,Pick-Up,0 km,4x2,5,130 hp,,2990 mm,60 L,4,Sí,Sí,Sí,,,,,,,,,,4915 mm x 1690 mm x 1669 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Toro 1.8 Freedom,14.000.000,Fiat,Toro,2024,1.8 Freedom,Gris,Nafta,4,Automática,1.8,Pick-Up,0 km,4x2,5,130 hp,,2990 mm,60 L,4,Sí,Sí,Sí,,,,,,,,,,4915 mm x 1690 mm x 1669 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Mobi 1.0 Trekking,18.752.000,Fiat,Mobi,2024,1.0 Trekking,Negro,Nafta,5,Manual,1.0,Hatchback,0 km,Delantera,5,70 hp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Toro 1.8 Freedom,18.000.000,Fiat,Toro,2024,1.8 Freedom,Rojo,Nafta,4,Automática,1.8,Pick-Up,0 km,4x2,5,130 hp,,2990 mm,60 L,4,Sí,Sí,Sí,,,,,,,,,,4915 mm x 1690 mm x 1669 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Strada 1.4 8v Freedom Cd,21.000.000,Fiat,Strada,2024,1.4 8v Freedom Cd,Gris,Nafta,3,Manual,1.4,Pick-Up,0 km,Delantera,5,85 hp,,2737 mm,55 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,,Hidráulica,,4474 mm x 1554 mm x 1950 mm,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Strada 1.3 Ranch Cvt Cd,7.000.000,Fiat,Strada,2024,1.3 Ranch Cvt Cd,Negro,Nafta,4,Automática,1.3,Pick-Up,1200 km,Delantera,5,99 hp,,2737 mm,55 L,4,,,,,,,,,,,,,4480 mm x 1554 mm x 1781 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Mt,6.500,Fiat,Cronos,2024,1.3 Drive Mt,Rojo,Nafta,4,Manual,1.3,Sedán,1400 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Drive Mt,6.000,Fiat,Cronos,2024,1.3 Drive Mt,Negro,Nafta,4,Manual,1.3,Sedán,1000 km,Delantera,5,99 hp,,2521 mm,48 L,2,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Eléctrica,Sí,4364 mm x 1508 mm x 1724 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Mobi 1.0 Easy,17.300.000,Fiat,Mobi,2024,1.0 Easy,Blanco,Nafta,5,Manual,1.0,Hatchback,0 km,Delantera,5,70 hp,,2874 mm,47 L,2,Sí,Sí,Sí,,,,,,,,,,3566 mm x 1502 mm x 1854 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Gse Drive Cvt Pack Plus,19.900.000,Fiat,Cronos,2024,1.3 Gse Drive Cvt Pack Plus,Gris,Nafta,4,Automática,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,,,,,,,,,,,,,4364 mm x 1515 mm x 1962 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.0 Impetus T3 Cvt,23.000.000,Fiat,Pulse,2024,1.0 Impetus T3 Cvt,Rojo,Nafta,5,Automática,1.0,SUV,0 km,4x2,5,120 hp,,2532 mm,47 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,,4099 mm x 1547 mm x 1989 mm,,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Strada 1.3 Ranch Cvt Cd,21.050.000,Fiat,Strada,2024,1.3 Ranch Cvt Cd,Gris,Nafta,4,Automática,1.3,Pick-Up,0 km,Delantera,5,99 hp,,2737 mm,55 L,4,,,,,,,,,,,,,4480 mm x 1554 mm x 1781 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Cronos 1.3 Gse Drive Cvt Pack Plus,3.800.000,Fiat,Cronos,2024,1.3 Gse Drive Cvt Pack Plus,Blanco,Nafta,4,Automática,1.3,Sedán,0 km,Delantera,5,99 hp,,2521 mm,48 L,2,,,,,,,,,,,,,4364 mm x 1515 mm x 1962 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Toro 1.3 270 Firefly Turbo Volcano 4x2 At,8.500.000,Fiat,Toro,2024,1.3 270 Firefly Turbo Volcano 4x2 At,Negro,Nafta,4,Automática,1.3,Pick-Up,0 km,4x2,5,175 hp,,2990 mm,60 L,4,Sí,Sí,Sí,,,,,,,,,,4945 mm x 1735 mm x 1845 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Strada 1.3 Volcano,17.500.000,Fiat,Strada,2023,1.3 Volcano,Blanco,Nafta,3,Manual,1.3,Pick-Up,0 km,Delantera,5,99 hp,,2737 mm,55 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,,Hidráulica,,4480 mm x 1554 mm x 1950 mm,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Toro 1.8 Freedom,15.270.000,Fiat,Toro,2024,1.8 Freedom,Gris,Nafta,4,Automática,1.8,Pick-Up,0 km,4x2,5,130 hp,,2990 mm,60 L,4,Sí,Sí,Sí,,,,,,,,,,4915 mm x 1690 mm x 1669 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Toro 1.3 270 Firefly Turbo Volcano 4x2 At,28.000.000,Fiat,Toro,2023,1.3 270 Firefly Turbo Volcano 4x2 At,Blanco,Nafta,4,Automática,1.3,Pick-Up,0 km,4x2,5,175 hp,,2990 mm,60 L,4,Sí,Sí,Sí,,,,,,,,,,4945 mm x 1735 mm x 1845 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Pulse 1.3 Drive Gse Mt,17.200.000,Fiat,Pulse,2023,1.3 Drive Gse Mt,Rojo,Nafta,5,Manual,1.3,SUV,0 km,4x2,5,99 hp,,2532 mm,47 L,2,Sí,Sí,Sí,Sí,,,Sí,Sí,,Sí,Eléctrica,,4099 mm x 1547 mm x 1989 mm,,Sí,,,,,,,,,,,Sí,,,,Sí,,,,,Sí,Sí,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Toyota RAV4 2.5 Vx,34.900.000,Toyota,RAV4,2017,2.5 Vx,Blanco,Nafta,5,Automática,2.5,SUV,69800 km,4x4,5,180 hp,,2660 mm,60 L,4,Sí,Sí,Sí,,,,,,,,Eléctrica,,4570 mm x 1715 mm x 1845 mm,Sí,Sí,,Sí,,,,,,,,,Sí,,,,Sí,,,,,,,,,Sí,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen Nivus 200 TSI HIGHLINE HERO AT L20,32.500.000,Volkswagen,Nivus,2021,200 TSI HIGHLINE HERO AT L20,Gris,Nafta,5,Automática,TURBOALIMENTADO,SUV,79000 km,Delantera,5,116 cv,,2.56 m,52 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,,4.26 m x 1.49 m x 1.75 m,,Sí,Sí,No,,Sí,Sí,,Sí,No,No,Sí,Sí,,,Sí,Sí,Sí,,,Sí,Sí,No,,Sí,Sí,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,415 L
RAM Rampage 2.0 GME 4X4 REBEL AT9,49.500.000,RAM,Rampage,2024,2.0 GME 4X4 REBEL AT9,Grafito,Nafta,5,Automática,INYECCION MULTI PUNTO,Pick-Up,4100 km,4x4,5,272 cv,,2.99 m,55 L,4,Sí,,,Sí,,,Sí,Sí,No,Sí,,,5.02 m x 1.72 m x 1.88 m,,Sí,Sí,No,,No,No,,Sí,No,No,Sí,,,,Sí,Sí,Sí,,,Sí,,Sí,,No,Sí,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Smart Forfour PASSION AT L17,26.200.000,Smart,Forfour,2018,PASSION AT L17,Gris,Nafta,5,Automática,INYECCION MULTI PUNTO,Hatchback,22500 km,Delantera,2,71 cv,,2490 m,28 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Asistida,Sí,2.69 m x 1.55 m x 1.66 m,Sí,Sí,,No,,Sí,No,,Sí,No,No,Sí,,,,Sí,No,No,,,Sí,,No,,No,Sí,,,,No,,,,,,,,,,,,,,,,,,,,,,,,185 L
Peugeot 3008 2.0 HDI GT LINE TIPTRONIC L17,41.700.000,Peugeot,3008,2019,2.0 HDI GT LINE TIPTRONIC L17,Grafito,Diésel,5,Automática,TURBO DIESEL INYECCION,SUV,85700 km,Delantera,5,165 cv,,2.67 m,53 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,Eléctrica,Sí,4.45 m x 1.63 m x 2.09 m,Sí,Sí,,Sí,,Sí,Sí,,Sí,No,Sí,Sí,Sí,,,Sí,Sí,Sí,,,Sí,,Sí,,Sí,No,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Ford Territory 1.5t Sel,32.900.000,Ford,Territory,2021,1.5t Sel,Marrón,Nafta,5,Automática,1.5,SUV,48653 km,Delantera,5,143 hp,,2716 mm,52 L,4,Sí,Sí,Sí,,,,,Sí,,,Eléctrica,Sí,4580 mm x 1674 mm x 2179 mm,Sí,Sí,,Sí,,,,,,,,,Sí,,,,Sí,,,,,,Sí,,,Sí,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Fiat Toro 2.0 Volcano 4x4 At,23.000.000,Fiat,Toro,2017,2.0 Volcano 4x4 At,Gris,Diésel,4,Automática,2.0,Pick-Up,95806 km,4x4,5,170 hp,,2443 mm,60 L,4,Sí,Sí,Sí,,,,,,,,,,4915 mm x 1690 mm x 1669 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan Kicks 1.6 Exclusive 120cv,28.500.000,Nissan,Kicks,2021,1.6 Exclusive 120cv,Negro,Nafta,5,Manual,1.6,Hatchback,51400 km,Delantera,5,120 hp,,2610 mm,41 L,4,Sí,Sí,Sí,,,,,,,,,,4295 mm x 1590 mm x 1760 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ford Ecosport 1.5 TITANIUM AT,25.500.000,Ford,Ecosport,2018,1.5 TITANIUM AT,Blanco,Nafta,5,Automática,INYECCION MULTI PUNTO,SUV,75300 km,Delantera,5,123 cv,,2521 m,52 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,No,Sí,Asistida,No,4.269 m x 1.69 m x 1.77 m,Sí,Sí,Sí,Sí,,Sí,Sí,,Sí,No,No,Sí,,,,Sí,Sí,No,,,Sí,,No,,Sí,Sí,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,362 L
Chevrolet Spin 1.8 Lt 5as 105cv,13.500.000,Chevrolet,Spin,2015,1.8 Lt 5as 105cv,Gris,Nafta,5,Manual,1.8,Monovolumen,149793 km,Delantera,5,105 hp,,2841 mm,53 L,2,Sí,Sí,,,,,Sí,,,Sí,Hidráulica,Sí,4360 mm x 1664 mm x 1810 mm,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honda HR-V 1.8 Ex-l 2wd Cvt,28.500.000,Honda,HR-V,2019,1.8 Ex-l 2wd Cvt,Gris,Nafta,5,Automática,1.8,SUV,104965 km,4x2,5,140 hp,,2640 mm,50 L,4,Sí,Sí,Sí,,,,,Sí,,,Eléctrica,Sí,4294 mm x 1586 mm x 1770 mm,Sí,,,,,,,,,,,,Sí,,,,Sí,,,,,,,,,Sí,Sí,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Renault Captur 2.0 Intens,26.300.000,Renault,Captur,2019,2.0 Intens,Gris plata,GNC,5,Manual,INYECCION MULTI PUNTO,SUV,83900 km,Delantera,5,143 cv,,2673 m,50 L,4,Sí,Sí,Sí,Sí,,,Sí,Sí,Sí,Sí,,,4.33 m x 1.61 m x 1.81 m,,Sí,Sí,No,,Sí,No,,Sí,No,No,Sí,,,,Sí,Sí,Sí,,,Sí,,Sí,,Sí,Sí,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,
Toyota Etios 1.5 Sedan X,21.000.000,Toyota,Etios,2022,1.5 Sedan X,Plateado,Nafta,4,Manual,1.5,Sedán,42275 km,Delantera,5,103 hp,,2460 mm,45 L,4,Sí,Sí,Sí,,,,,,,,Eléctrica,,4265 mm x 1510 mm x 1695 mm,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,
